
FUNDAÇÃO GETULIO VARGAS
IBRE
Consulta Ins.Inf x Sugestão
Data :   01/06/2022

Data;Job Ins.Inf (atual);Item Ins.inf (atual);Cod.Ins.Inf (atual);Desc. Ins.Inf (atual);Unid.Medida Ins.Inf (atual);Cod.Ins.Inf (gerado);Dsc.Insumo (sugerido);Unid.Med.Insumo (sugerido);Classificação Ins.Inf (atual);Status MT Ins.Inf (atual);Observação;Justificativa Livre
16/05/2022;O-GRUPOS;;1481683;FURADEIRA DE BASE MAGNÉTICA MODELO: NQ45  NOMAQ;UNID;;;;NC sem sugestão;;;
16/05/2022;PETROBA1;;915120;ROLO COMPACTADOR PÉ DE CARNEIRO MOD: TCR86  WEBER;UNID;;;;NC sem sugestão;;;
16/05/2022;SCOPRECO;;1045106;EQUIPAMENTO PARA DESOBSTRUÇÃO DE GALERIAS COMPOSTA : 100M DE VARA DE AÇO, 1 ROLETE EXTRA P/O CONJUNTO  NO DIAM. DE 40MM, 2 GUIAS C/ROLETE P/DIAM. DE 5 A 30MM, 02 ROLETES EXTRAS P/GUIAS NO DIAM. DE 40MM, 2 SAPATAS, 01 PÁ REVERSA DE 3M, 01 RESERVATÓRIO DE 1,73M2 C/ TAMPA PARA ACUMULO DE MATERIAL E 01 BARRACÃO DE 4M2 DESMONTAVEL P/ GUARDA DE FERRAMENTAS E ACCESSÓRIOS,COM 1 BUCKET-MACHINE, 02 CONJUNTO DE TRAÇÃ0  ENGELOPES;UNID;;;;NC sem sugestão;;;
16/05/2022;SICROPR;;1486273;LINE TAPE LAMINADO PARA DEMARCAÇÃO VIÁRIA - TERMOPLÁSTICO PRÉ-FORMADO - 20MM  ICD VIAS;M;;;;NC sem sugestão;;;
16/05/2022;SICROPR;;1490310;TERMOPLÁSTICO PRÉ-FORMADO   MM SINALIZ  10;UNID;;;;NC sem sugestão;;;
16/05/2022;EPEPRECO;;1115937;CANTONEIRA DE AÇO LAMINADO DE ABAS IGUAIS DIM:5/8"X8";KG;;;;NC sem sugestão;;;
16/05/2022;DNITAC;;1126780;PARAFUSO SEXTAVADO AUTOATARRACHANTE MED: 6,3MM - 1/4 X 19MM COM ARRUELA;CONJ;;;;NC sem sugestão;;;
16/05/2022;SICRORJ;;1412443;SUPORTE EM MADEIRA DE LEI (1ª) TRATADA OU CERNE DE EUCALIPTO 8 X 8CM;M;;;;NC sem sugestão;;;
16/05/2022;ALIATA;299936;1547308;ADOÇANTE DIETETICO LIQUIDO STEVIA  STEVITA 8 EMB 30;ML;1558836;ADOÇANTE DIETETICO LIQUIDO STEVIA STEVITA 8 EMB 25;ML;FT com sugestão;;;
16/05/2022;ANTTSP;;1195015;MÁQUINA FRESADORA UNIVERSAL MOD.FUA 50  ATLASMAQ;UNID;;;;NC sem sugestão;;;
16/05/2022;IPC;112903015;1522404;AZEITE DE OLIVA EXTRA VIRGEM  ANDORINHA VIDRO 500;ML;1558838;AZEITE DE OLIVA REFINADO EXTRA VIRGEM GALO VIDRO 500;ML;MT com sugestão;;FAVOR CONSIDERA CARACTERISTICA;FAVOR CONSIDERA CARACTERISTICA
16/05/2022;IPC;112903021;1522403;AZEITE DE OLIVA REFINADO   ANDORINHA VIDRO 500;ML;1558839;AZEITE DE OLIVA REFINADO EXTRA VIRGEM ANDORINHA VIDRO 750;ML;MT com sugestão;;FAVOR CONSIDERA CARACTERISTICA;FAVOR CONSIDERA CARACTERISTICA
16/05/2022;ELETROBRAS;;1115725;TUBO DE AÇO GALVANIZADO ELETROLITICAMENTE PARA CONDUÇÃO COM COSTURA ELETRÔNICA DN:2" - CLASSE LEVE  APOLO TUBO 6;M;;;;NC sem sugestão;;;
16/05/2022;DNIT;;1115725;TUBO DE AÇO GALVANIZADO ELETROLITICAMENTE PARA CONDUÇÃO COM COSTURA ELETRÔNICA DN:2" - CLASSE LEVE  APOLO TUBO 6;M;;;;NC sem sugestão;;;
16/05/2022;EPEPRECO;;1115725;TUBO DE AÇO GALVANIZADO ELETROLITICAMENTE PARA CONDUÇÃO COM COSTURA ELETRÔNICA DN:2" - CLASSE LEVE  APOLO TUBO 6;M;;;;NC sem sugestão;;;
16/05/2022;SCOPRECO;;1221379;REGISTRO HIDRAULICO DE BRONZE DE PRESSÃO BASE 3/4" REF:1416 C/ACABAMENTO AQUARIUS  FABRIMAR;UNID;;;;NC sem sugestão;;;
16/05/2022;SICRORJ;;1510195;LUVA DE EMENDA TIPO ROSCA CÔNICA, PARA UNIÃO DE BARRAS DE AÇO, DIÂMETRO DE 25 MM, NBR 6118.  AWA;PEÇA;;;;NC sem sugestão;;;
16/05/2022;IPC;;1521501;LIVRO LÍNGUA PORTUGUESA - LIGAMUNDO - ENSINO FUNDAMENTAL - 1ºANO LUZIA FONSECA MARINHO E MARIA DA GRAÇA BRANCO  SARAIVA;UNID;1558845;LIVRO CIENCIAS - LIGAMUNDO - ENSINO FUNDAMENTAL - 3ºANO CÉSAR DA SILVA JÚNIOR / SEZAR SASSON / PAULO SÉRGIO BEDAQUE SANCHES / SONELISE AUXILIADORA CIZOTO / DÉBORA CRISTINA DE ASSIS GODOY SARAIVA;UNID;MT com sugestão;;FAVOR CONSIDERAR NOVA CARACTERÍSTICA CIÊNCIAS 3°ANO LIGAMUNDOCESAR DA SILVA JUNIOR .SEZAR SASSON...;FAVOR CONSIDERAR NOVA CARACTERÍSTICA CIÊNCIAS 3°ANO LIGAMUNDOCESAR DA SILVA JUNIOR .SEZAR SASSON...
16/05/2022;IPC;;1521500;LIVRO MATEMATICA - CONECTE LIVE - VOLUME ÚNICO GELSON IEZZI, OSVALDO DOLCE, DAVID DEGENSZAJN, ROBERTO PÉRIGO, NILZE DE ALMEIDA E MARCIO TAMARI  SARAIVA;UNID;1558846;LIVRO MATEMÁTICA - COMPREENSÃO E PRÁTICA - 8ºANO DO ENSINO FUNDAMENTAL ÊNIO SILVEIRA E CLÁUDIO MARQUES MODERNA;UNID;MT com sugestão;;FAVOR CONSIDERAR NOVA CARACTERÍSTICA MATEMÁTICA COMPREENSÃO E PRATICA 9° ANO EDITORA MODERNA.ÊNIO SILVEIRA.CLAUDIO MARQUES;FAVOR CONSIDERAR NOVA CARACTERÍSTICA MATEMÁTICA COMPREENSÃO E PRATICA 9° ANO EDITORA MODERNA.ÊNIO SILVEIRA.CLAUDIO MARQUES
16/05/2022;SICROCE;267045;1547234;CHAPA DE COMPENSADO   PINUS  DE 15MM MEDIDA 2,20M×1,60M  UNID;UNID;1558848;CHAPA DE COMPENSADO PARICÁ  DE 15MM MEDIDA 2,20M×1,60M;UNID;MT com sugestão;;;
16/05/2022;IPC;111513009;1365075;MANTEIGA EXTRA COM SAL  ITACOLOMY PTE 200;G;1558847;MANTEIGA EXTRA COM SAL PIRACANJUB PTE 200;G;MT com sugestão;;FAVOR CONSIDERA CARACTERISTICA;FAVOR CONSIDERA CARACTERISTICA
16/05/2022;CADTERCSEM;;1355190;DESCASCADOR DE LEGUMES EM AÇO INOX   MIMO;UNID;;;;NC sem sugestão;;;
16/05/2022;CADTERCSEM;;1556361;MÁSCARA EM TNT DESCARTÁVEL DE PROTEÇÃO PRODUZIDA EM NÃO-TECIDO, ATÓXICA, HIPOALERGÊNICA, TAMANHO ÚNICO, DUPLA CAMADA COM FECHAMENTO EM ELÁSTICO.  SOGIMA PCT 100;UNID;;;;NC sem sugestão;;;
16/05/2022;ECON_DNIT;;1522767;CONJUNTO DE CRIVOS REDUTORES CIRCULARES COM SUPORTE PARA PENEIRAMENTO - D = 6,3 A 76 MM  MSBR CONJ;UNID;;;;NC sem sugestão;;;
16/05/2022;IPC;;1521504;LIVRO MATEMATICA - LIGAMUNDO - ENSINO FUNDAMENTAL - 1ºANO ELIANE REAME  SARAIVA;UNID;1558850;LIVRO MATEMATICA - LIGAMUNDO - ENSINO FUNDAMENTAL - 3º ANO ELIANE REAME SARAIVA;UNID;MT com sugestão;;FAVOR CONSIDERAR NOVA CARACTERÍSTICA  3° ANO;FAVOR CONSIDERAR NOVA CARACTERÍSTICA  3° ANO
16/05/2022;ECON_DNIT;;1522780;CONJUNTO DE CRIVOS REDUTORES RETANGULARES COM SUPORTE PARA PENEIRAMENTO - ABERTURA RETANGULAR DE 3,2 A 38 MM  MSBR CONJ;UNID;;;;NC sem sugestão;;;
16/05/2022;ECON_DNIT;;1536306;BATEDOR PROTETOR DE TOPO PARA MARCO DE MARRETAR   MSBR;UNID;;;;NC sem sugestão;;;
16/05/2022;SICROAL;;1535150;PARAFUSO DE FERRO CABEÇA FENDADA CHATA - MED.: 3/16' X 1 1/2';CENTO;;;;NC sem sugestão;;;
16/05/2022;EPEPRECO;;1533585;VERGALHÃO DE AÇO CA50 1/2" (12,5MM) - VARA C/12M PESO 11,52KG  ARCELORM BRR 12;M;;;;NC sem sugestão;;;
16/05/2022;IPC;112509025;1522419;FILE DE TILÁPIA CONGELADO   NORDESTE P PCT 800;G;1558852;FILÉ DE TILÁPIA CONGELADO LUZITANIA PCT 800;G;MT com sugestão;;FAVOR CONSIDERA CARACTERISTICA;FAVOR CONSIDERA CARACTERISTICA
16/05/2022;CADTERCSEM;279490;1337828;CARRO PLATAFORMA COM TAMPO EM MADEIRA CAPACIDADE DE 300 KG - MODELO: TM99 RODAS MACIÇAS:  2 FIXAS E 2 GIRATÓRIAS  4"  MARCON;UNID;1558849;CARRO PLATAFORMA TAMPO EM MADEIRA CAPACIDADE 300 KG - MP-300 (1) LYNUS;UNID;MT com sugestão;Alteração de marca;;
16/05/2022;SCOPRECO;;1480811;PÓRTICO DE AÇO GALVANIZADO PARA SUPORTE DE SINALIZAÇÃO VERTICAL - COMPOSTO POR DUAS COLUNAS TUBULARES, UMA VIGA TRELIÇADA EM BALANÇO E CHUMBADORES PARA FIXAÇÃO - COM VÃO DE 15,20M (2 POSTES DE 8,5M+VIGA DE 15M+PÓRTICO);CONJ;;;;NC sem sugestão;;;
16/05/2022;IPC;113131049;1423335;VINAGRE DE VINHO TINTO  LA PASTINA FCO 500;ML;1558853;VINAGRE DE VINHO TINTO  CASTELO FCO 500;ML;NC com sugestão;;;
16/05/2022;SCOPRECO;;1298062;DEGRAU DE FERRO FUNDIDO N.1 MED.229X140MM ALT.32MM PADRÃO CEDAE;UNID;;;;NC sem sugestão;;;
16/05/2022;IPC;510513019;1530961;LIVRO DIDÁTICO - ACHIEVERS A2 - STUDENTS BOOK - MARTYN HOBBS  ED MODERNA;UNID;1558854;LIVRO MATEMÁTICA - APRENDIZAGEM MATEMÁTICA 1  ED SM;UNID;NC com sugestão;;;
16/05/2022;IPC;110901002;1310921;BISCOITO DOCE RECHEADO DIVERSOS SABORES  NESTLE PCT 140;G;1558855;BISCOITO DOCE RECHEADO DIVERSOS SABORES NESTLE PCT 126;G;NC com sugestão;;;
16/05/2022;SCOPRECO;;1221347;REGISTRO HIDRAULICO DE METAL TIPO GAVETA COMPLETO 1_1/4" AQUARIUS REF: C 1509  FABRIMAR;UNID;;;;NC sem sugestão;;;
16/05/2022;SCOPRECO;;1221346;REGISTRO HIDRAULICO DE BRONZE DE PRESSÃO COMPLETO 1/2" REF: C 1416 DIGITAL LINE  FABRIMAR;UNID;;;;NC sem sugestão;;;
16/05/2022;SCOPRECO;;1397675;EXTREMIDADE DE PVC RÍGIDO JE BF PBA - DN: 75MM  TIGRE;UNID;;;;NC sem sugestão;;;
16/05/2022;ELETROBRAS;141;1517095;BROCA INTEGRAL PARA PERFURAÇÃO SERIE 11 MED:1,6M  PW;UNID;1558856;BROCA USINADA 2,40-7/8" (2,40-7/8") PW;UNID;MT com sugestão;;;SR. DANIEL SOLICITOU PARA QUE REALIZASSE A CORREÇÃO DA NOMENCLATURA COMO É COMERCIALIZADO PELA EMPRESA E FICAR MAIS FÁCIL PARA RESPONDEREM COM O VALOR/INCIDENCIA  ATUALIZADO PARA MAIO DE 2022 DE ACORDO COM ATULIZAÇÃO DO ITEM.  WHATSAPP E LIGAÇÃO REALIZADA EM  06/05/2022 AS 09:45.
16/05/2022;SCOPRECO;;1517099;BROCA DE AÇO PARA PERFURAÇÃO SERIE 12 1600MMX39MM  PW;UNID;;;;NC sem sugestão;;;
16/05/2022;ANTTRJ;;1164047;BROCA DE VIDIA DIAM: 6 MM  MAKITA;UNID;;;;NC sem sugestão;;;
16/05/2022;SICROSP;;1393668;MANILHA ÂNCORA 5/8" - COM PORCA E CUPILHA  TRAMONTINA;UNID;;;;NC sem sugestão;;;
16/05/2022;IPC;510513087;1527690;LIVRO FICÇÃO - O LABIRITNTO DO FAUNO GUILLERMO DEL TORO  INTRINSECA;UNID;1558858;LIVRO DE FICÇÃO EMOCOES INTELIGENTES - TIAGO BRUNET ED NOVO SE;UNID;NC com sugestão;;;
16/05/2022;ELETROBRAS;046;1357852;COMPRESSOR DE AR REBOCÁVEL A DÍESEL MOD:XAS-187PD  POT:121CV DESCARGA LIVRE:400 PCM C/MOTOR DÍESEL  ATLAS COPC;UNID;1558857;COMPRESSOR DE AR REBOCÁVEL A DÍESEL MOD:X-AIR 400-7  POT:121CV DESCARGA LIVRE:400 PCM C/MOTOR DÍESEL ATLAS COPC;UNID;MT com sugestão;Alteração de Característica / Especificação;;NOVA NOMECLATURA X-AIR 400-7
16/05/2022;IPA;202228106;1357852;COMPRESSOR DE AR REBOCÁVEL A DÍESEL MOD:XAS-187PD  POT:121CV DESCARGA LIVRE:400 PCM C/MOTOR DÍESEL  ATLAS COPC;UNID;1558857;COMPRESSOR DE AR REBOCÁVEL A DÍESEL MOD:X-AIR 400-7  POT:121CV DESCARGA LIVRE:400 PCM C/MOTOR DÍESEL ATLAS COPC;UNID;MT com sugestão;Alteração de Característica / Especificação;;NOVA NOMECLATURA X-AIR 400-7
16/05/2022;IPC;510513055;1502111;LIVRO FICÇÃO - AS CRONICAS DE NARNIA CLIVE STAPLES LEWIS  FONTES;UNID;1558859;LIVRO NÃO FICÇÃO - O PODER DO SUBCONSCIENTE JOSEPH MURPHY BEST SELLE;UNID;NC com sugestão;;;
16/05/2022;IPC;;1538373;AMACIANTE LIQUIDO DE ROUPAS CONCENTRADO  YPE GFA 500;ML;;;;NC sem sugestão;;;
16/05/2022;SICRORJ;;1510196;LUVA DE EMENDA TIPO ROSCA CÔNICA, PARA UNIÃO DE BARRAS DE AÇO, DIÂMETRO DE 32 MM, NBR 6118.  AWA;PEÇA;;;;NC sem sugestão;;;
16/05/2022;IPC;;1551741;CINEMA DE QUINTA À DOMINGO E FERIADO ENTRADA: SÊNIOR;INGR;;;;NC sem sugestão;;;
16/05/2022;SICROSC;;1252657;TABUA DE PINUS MED.: 2,5 X 30CM;M3;;;;NC sem sugestão;;;
16/05/2022;SICROSC;;1423837;TABUA DE PINUS PARA ANDAIMES, FORMAS, ESCORAMENTO E BARREIRA DE SINALIZAÇÃO - MED.: 25MM (ESPESSURA) X 15CM (LARGURA) X 3M (COMPRIMENTO) - (M3 CORRESPONDE Á 88 TÁBUAS DE 3M);M3;;;;NC sem sugestão;;;
16/05/2022;SICROSC;;1423838;TABUA DE PINUS PARA ANDAIMES, FORMAS, ESCORAMENTO E BARREIRA DE SINALIZAÇÃO - MED.: 25MM (ESPESSURA)  X 10CM (LARGURA)  X 3M (COMPRIMENTO) - (M3 CORRESPONDE Á 133 TÁBUAS DE 3M);M3;;;;NC sem sugestão;;;
16/05/2022;IPC;111539010;1347421;BEBIDA LÁCTEA DIVERSOS SABORES  VIGOR EMB 180;G;1558860;BEBIDA LÁCTEA DIVERSOS SABORES VIGOR EMB 170;G;MT com sugestão;;GRAMATURA;GRAMATURA
16/05/2022;SICROSC;;1423839;TABUA DE PINUS USADA PARA FORMA DE ESTRUTURAS DE CONCRETO E DE OBRAS DE DRENAGEM - ESPESSURA:  2,5CM;M3;;;;NC sem sugestão;;;
16/05/2022;EPEPRECO;;1356889;BROCA INTEGRAL SÉRIE 11 X 7/8, L = 0,8 M [UN]  ATLAS COPC;UNID;;;;NC sem sugestão;;;
16/05/2022;EPEPRECO;;1356892;BROCA INTEGRAL SÉRIE 11 X 7/8, L = 0,8 M [UN]  ATLAS COPC;UNID;;;;NC sem sugestão;;;
16/05/2022;EPEPRECO;;1356904;BROCA INTEGRAL SÉRIE 11 X 7/8, L = 0,8 M [UN]  ATLAS COPC;UNID;;;;NC sem sugestão;;;
16/05/2022;EPEPRECO;;1356907;BROCA INTEGRAL SÉRIE 11 X 7/8, L = 0,8 M [UN]  ATLAS COPC;UNID;;;;NC sem sugestão;;;
16/05/2022;IPC;510513090;1534887;LIVRO FICÇÃO - FUNDAÇÃO ASIMOV, ISAAC  EDIT ALEPH;UNID;1558861;LIVRO FICÇÃO - O SEGREDO RHONDA BYRNE SEXTANTE;UNID;NC com sugestão;;;
16/05/2022;IPC;;1551739;CINEMA DE QUINTA À DOMINGO E FERIADO ENTRADA: INTEIRA;INGR;;;;NC sem sugestão;;;
16/05/2022;EPEPRECO;;1356893;BROCA INTEGRAL SÉRIE 11 X 7/8, L = 1,6 M [UN]  ATLAS COPC;UNID;;;;NC sem sugestão;;;
16/05/2022;EPEPRECO;;1356905;BROCA INTEGRAL SÉRIE 11 X 7/8, L = 1,6 M [UN]  ATLAS COPC;UNID;;;;NC sem sugestão;;;
16/05/2022;EPEPRECO;;1356908;BROCA INTEGRAL SÉRIE 11 X 7/8, L = 1,6 M [UN]  ATLAS COPC;UNID;;;;NC sem sugestão;;;
16/05/2022;EPEPRECO;;1356916;BROCA INTEGRAL SÉRIE 11 X 7/8, L = 1,6 M [UN]  ATLAS COPC;UNID;;;;NC sem sugestão;;;
16/05/2022;EPEPRECO;;1356927;BROCA INTEGRAL SÉRIE 11 X 7/8, L = 1,6 M [UN]  ATLAS COPC;UNID;;;;NC sem sugestão;;;
16/05/2022;EPEPRECO;;1356891;BROCA INTEGRAL SÉRIE 11 X 7/8, L = 2,4 M [UN]  ATLAS COPC;UNID;;;;NC sem sugestão;;;
16/05/2022;IPC;510513056;1502109;LIVRO NÃO FICÇÃO -  COMO ENFRENTAR O MAL DO SÉCULO A SINDROME DO PENSAMENTO ACELERADO - AUGUSTO CURY  SARAIVA;UNID;1558862;LIVRO FICÇÃO - AMAR E SER LIVRE SRI PREM BABA HARPERCOLL;UNID;NC com sugestão;;;
16/05/2022;IPC;;1551740;CINEMA DE QUINTA À DOMINGO E FERIADO ENTRADA: MEIA;INGR;;;;NC sem sugestão;;;
16/05/2022;IPC;530107002;1443461;BONECA NÃO ANIMADA DEDINHA  NOVA TOYS;UNID;1558864;BONECA NÃO ANIMADA BABY ALIVE - HORA DO CAFÉ HASBRO;UNID;NC com sugestão;;;
16/05/2022;IPC;250101040;1489330;APARELHO DE AR CONDICIONADO SPLIT 9000 BTUS MOD.: PAC9000IFM9 - INVERTER - 220V  PHILCO;UNID;1558865;APARELHO DE AR-CONDICIONADO SPLIT 9.000 BTU MOD.: PAC9000ITFM9W - ECOINVERTER - FRIO - 220V PHILCO;UNID;MT com sugestão;;FAVOR CONSIDERAR NOVA CARACTERÍSTICA PAC9000ITFM9W;FAVOR CONSIDERAR NOVA CARACTERÍSTICA PAC9000ITFM9W
16/05/2022;IPC;250317123;1501949;TELEVISOR A CORES 43" TELA LED - SMART TV - FULL HD - 3 ENTRADAS HDMI E 2 USB - WI-FI E BLUETOOTH - MOD.: 43LM6300PSB  LG;UNID;1558867;TELEVISOR A CORES 43" TELA LED - SMART TV - FULL HD - 3 ENTRADAS HDMI E 2 USB - WI-FI E BLUETOOTH - MOD.: 43LM631 LG;UNID;MT com sugestão;;FAVOR CONSIDERAR NOVA CARACTERÍSTICA SMART TV LED 43 FULL HD 43LM631 PRO 3 HDMI . USB. WI FI. THINQ AL CONVERSOR DIGITALLG;FAVOR CONSIDERAR NOVA CARACTERÍSTICA SMART TV LED 43 FULL HD 43LM631 PRO 3 HDMI . USB. WI FI. THINQ AL CONVERSOR DIGITALLG
16/05/2022;IPC;250326124;1501922;APARELHO TELEFONICO CELULAR DIGITAL DESBLOQUEADO - MOD.: MOTO E6S - 32GB - VERMELHO  MOTOROLA;UNID;1558868;APARELHO TELEFONICO SMARTPHONE DESBLOQUEADO - MOD.: MOTO E7 - 32GB - CINZA METALICO MOTOROLA;UNID;MT com sugestão;;FAVOR CONSIDERAR NOVA CARACTERÍSTICA SMARTPHONE MOTOROLA .MOTO E7 CINZA 2GB RAM. 32GB.TELA6.5.CÂMERA  TRASEIRA DUPLA .ANDROID 10.PROCESSADOR ICTA-CORE;FAVOR CONSIDERAR NOVA CARACTERÍSTICA SMARTPHONE MOTOROLA .MOTO E7 CINZA 2GB RAM. 32GB.TELA6.5.CÂMERA  TRASEIRA DUPLA .ANDROID 10.PROCESSADOR ICTA-CORE
16/05/2022;EPEPRECO;;1356894;BROCA INTEGRAL SÉRIE 11 X 7/8, L = 2,4 M [UN]  ATLAS COPC;UNID;;;;NC sem sugestão;;;
16/05/2022;EPEPRECO;;1356906;BROCA INTEGRAL SÉRIE 11 X 7/8, L = 2,4 M [UN]  ATLAS COPC;UNID;;;;NC sem sugestão;;;
16/05/2022;EPEPRECO;;1356909;BROCA INTEGRAL SÉRIE 11 X 7/8, L = 2,4 M [UN]  ATLAS COPC;UNID;;;;NC sem sugestão;;;
16/05/2022;EPEPRECO;;1356917;BROCA INTEGRAL SÉRIE 11 X 7/8, L = 2,4 M [UN]  ATLAS COPC;UNID;;;;NC sem sugestão;;;
16/05/2022;EPEPRECO;;1356928;BROCA INTEGRAL SÉRIE 11 X 7/8, L = 2,4 M [UN]  ATLAS COPC;UNID;;;;NC sem sugestão;;;
16/05/2022;EPEPRECO;;1366081;BROCA INTEGRAL SÉRIE 11,L = 0,8 M;UNID;;;;NC sem sugestão;;;
16/05/2022;DNIT;;1283891;BATE-ESTACAS À GRAVIDADE (QUEDA-LIVRE) DE 3.000 KG;UNID;;;;NC sem sugestão;;;
16/05/2022;EPEPRECO;;1089292;GRADE ARADORA REBOCÁVEL 16 DISCOS 24" LARGURA DE CORTE:1,83M MANCAIS DE ROLAMENTOS A ÓLEO COM CONTROLE REMOTO MOD:ATCR  TATU;UNID;;;;NC sem sugestão;;;
16/05/2022;DNITSP;;1089290;GRADE ARADORA REBOCÁVEL 24 DISCOS 24"LARGURA DE CORTE::2,65M MANCAIS DE ROLAMENTOS A OLEO PESO:1848 MOD:GA  TATU;UNID;;;;NC sem sugestão;;;
16/05/2022;SICROPI;;1511687;TERMINAL ABSORVERDOR DE ENERGIA (TAE) DE IMPACTO/ENERGIA. SGET MASH, CÓDIGO DE RASTREAMENTO, ALTO DESEMPENHO DE SEGURANÇA, CLASSE DE DESEMPENHO NÍVEL-TL3, CONFORME NBR ABNT 15486 E MASH 2016, TENDO APROVAÇÃO EM 7 TESTES DE IMPACTOS, TESTES EFETUADOS COM VEÍCULOS DE 1200KG E 2300 KG, A 100 KM/H, ALTO DESEMPENHO DE SEGURANÇA, COMPRIMENTO DO CABEÇOTE: 1,60 M, FACE FRONTAL DO CABEÇOTE: 610 MM.;UNID;;;;NC sem sugestão;;;
16/05/2022;SICROSE;;1511688;TERMINAL ABSORVERDOR DE ENERGIA (TAE) DE IMPACTO/ENERGIA. SGET MASH, CÓDIGO DE RASTREAMENTO, ALTO DESEMPENHO DE SEGURANÇA, CLASSE DE DESEMPENHO NÍVEL-TL3, CONFORME NBR ABNT 15486 E MASH 2016, TENDO APROVAÇÃO EM 7 TESTES DE IMPACTOS, TESTES EFETUADOS COM VEÍCULOS DE 1200KG E 2300 KG, A 100 KM/H, ALTO DESEMPENHO DE SEGURANÇA, COMPRIMENTO DO CABEÇOTE: 1,60 M, FACE FRONTAL DO CABEÇOTE: 610 MM.;UNID;;;;NC sem sugestão;;;
16/05/2022;SICROES;;1511689;TERMINAL ABSORVERDOR DE ENERGIA (TAE) DE IMPACTO/ENERGIA. SGET MASH, CÓDIGO DE RASTREAMENTO, ALTO DESEMPENHO DE SEGURANÇA, CLASSE DE DESEMPENHO NÍVEL-TL3, CONFORME NBR ABNT 15486 E MASH 2016, TENDO APROVAÇÃO EM 7 TESTES DE IMPACTOS, TESTES EFETUADOS COM VEÍCULOS DE 1200KG E 2300 KG, A 100 KM/H, ALTO DESEMPENHO DE SEGURANÇA, COMPRIMENTO DO CABEÇOTE: 1,60 M, FACE FRONTAL DO CABEÇOTE: 610 MM.;UNID;;;;NC sem sugestão;;;
16/05/2022;SICROMG;;1511690;TERMINAL ABSORVERDOR DE ENERGIA (TAE) DE IMPACTO/ENERGIA. SGET MASH, CÓDIGO DE RASTREAMENTO, ALTO DESEMPENHO DE SEGURANÇA, CLASSE DE DESEMPENHO NÍVEL-TL3, CONFORME NBR ABNT 15486 E MASH 2016, TENDO APROVAÇÃO EM 7 TESTES DE IMPACTOS, TESTES EFETUADOS COM VEÍCULOS DE 1200KG E 2300 KG, A 100 KM/H, ALTO DESEMPENHO DE SEGURANÇA, COMPRIMENTO DO CABEÇOTE: 1,60 M, FACE FRONTAL DO CABEÇOTE: 610 MM.;UNID;;;;NC sem sugestão;;;
16/05/2022;SICROTO;;1511676;TERMINAL ABSORVERDOR DE ENERGIA (TAE) DE IMPACTO/ENERGIA. SGET MASH, CÓDIGO DE RASTREAMENTO, ALTO DESEMPENHO DE SEGURANÇA, CLASSE DE DESEMPENHO NÍVEL-TL3, CONFORME NBR ABNT 15486 E MASH 2016, TENDO APROVAÇÃO EM 7 TESTES DE IMPACTOS, TESTES EFETUADOS COM VEÍCULOS DE 1200KG E 2300 KG, A 100 KM/H, ALTO DESEMPENHO DE SEGURANÇA, COMPRIMENTO DO CABEÇOTE: 1,60 M, FACE FRONTAL DO CABEÇOTE: 610 MM.;UNID;;;;NC sem sugestão;;;
16/05/2022;SICROPA;;1511670;TERMINAL ABSORVERDOR DE ENERGIA (TAE) DE IMPACTO/ENERGIA. SGET MASH, CÓDIGO DE RASTREAMENTO, ALTO DESEMPENHO DE SEGURANÇA, CLASSE DE DESEMPENHO NÍVEL-TL3, CONFORME NBR ABNT 15486 E MASH 2016, TENDO APROVAÇÃO EM 7 TESTES DE IMPACTOS, TESTES EFETUADOS COM VEÍCULOS DE 1200KG E 2300 KG, A 100 KM/H, ALTO DESEMPENHO DE SEGURANÇA, COMPRIMENTO DO CABEÇOTE: 1,60 M, FACE FRONTAL DO CABEÇOTE: 610 MM.;UNID;;;;NC sem sugestão;;;
16/05/2022;SICRODF;;1511677;TERMINAL ABSORVERDOR DE ENERGIA (TAE) DE IMPACTO/ENERGIA. SGET MASH, CÓDIGO DE RASTREAMENTO, ALTO DESEMPENHO DE SEGURANÇA, CLASSE DE DESEMPENHO NÍVEL-TL3, CONFORME NBR ABNT 15486 E MASH 2016, TENDO APROVAÇÃO EM 7 TESTES DE IMPACTOS, TESTES EFETUADOS COM VEÍCULOS DE 1200KG E 2300 KG, A 100 KM/H, ALTO DESEMPENHO DE SEGURANÇA, COMPRIMENTO DO CABEÇOTE: 1,60 M, FACE FRONTAL DO CABEÇOTE: 610 MM.;UNID;;;;NC sem sugestão;;;
16/05/2022;SICROMS;;1511679;TERMINAL ABSORVERDOR DE ENERGIA (TAE) DE IMPACTO/ENERGIA. SGET MASH, CÓDIGO DE RASTREAMENTO, ALTO DESEMPENHO DE SEGURANÇA, CLASSE DE DESEMPENHO NÍVEL-TL3, CONFORME NBR ABNT 15486 E MASH 2016, TENDO APROVAÇÃO EM 7 TESTES DE IMPACTOS, TESTES EFETUADOS COM VEÍCULOS DE 1200KG E 2300 KG, A 100 KM/H, ALTO DESEMPENHO DE SEGURANÇA, COMPRIMENTO DO CABEÇOTE: 1,60 M, FACE FRONTAL DO CABEÇOTE: 610 MM.;UNID;;;;NC sem sugestão;;;
